ESPH1705148347 ESPH1704373126 USAM0071494672
ESPH3102720283 ESPH3102430292 USAM0120754720
ESPH3102430292 ESPH3102095649 CANM0006961162
ESPH3102095649 ESPH3101530850 NLDM0839380546
ESPH3101530850 ESPH3101438375 CANM0005279989
ESPH3101438375 00000000000000 00000000000000
ESPH1705214551 ESPH1704888063 840M3132353418
ESPH1705149193 ESPH1704888064 840M3132353434
ESPH1704888064 ESPH1704526406 840M3010354192
ESPH1704526406 ESPH1703948708 USAM0070354883
ESPH1705214546 ESPH1704888065 840M3132353418
ESPH1704888065 ESPH1704455755 USAM0070243094
ESPH1704455755 FRAH2225798060 FRAM4432722584
FRAH2225798060 FRAH2225797872 ITAM9990283029
ITAM9990283029 USAH0132126630 CANM0010705608
USAH0132126630 USAH0121234171 USAM0002290977
FRAH2225797872 FRAH2225797509 FRAM3511734145
FRAH2225797509 00000000000000 00000000000000
ESPH1705217880 ESPH1704888066 840M3132353418
ESPH1704888066 ESPH1704455771 USAM0070243094
ESPH1704455771 FRAH5634853604 FRAM3704257074
FRAM3704257074 FRAH3704250713 USAM0060597003
FRAH3704250713 FRAH3704250512 USAM0130588960
FRAH3704250512 DNKH3001001311 USAM0122358313
DNKH3001001311 DNKH2441200975 USAM0002297473
DNKH2441200975 DNKH2441200728 NLDM0780180664
FRAH5634853604 FRAH5634853349 FRAM4480891110
FRAM4480891110 FRAH4451421300 USAM0060372887
FRAH4451421300 FRAH4451421215 AUSM0000930377
FRAH4451421215 FRAH4451421106 ITAM3604039709
FRAH4451421106 FRAH4497050496 FRAM5694028588
FRAH4497050496 FRAH4495028279 FRAM2991000305
FRAH4495028279 FRAH4493050182 NLDM0460508522
FRAH4493050182 FRAH4491014671 USAM0002012343
FRAH4491014671 FRAH4489010748 CANM0000383622
FRAH4489010748 FRAH4487040145 USAM0001875896
FRAH4487040145 FRAH4480031493 USAM0001650414
FRAH4480031493 FRAH4476010883 FRAM4473049985
FRAH4476010883 FRAH4473004175 USAM0001537570
FRAH4473004175 FRAH0000175739 GBRM0000260873
GBRM0000260873 GBRH0000426744 GBRM0000132469
GBRM0000132469 XXXH0000425408 GBRM0000103603
GBRM0000103603 CANH0000473333 CANM0000137532
CANH0000473333 00000000000000 00000000000000
XXXH0000425408 00000000000000 00000000000000
GBRH0000426744 XXXH0000243372 GBRM0000087867
GBRM0000087867 00000000000000 00000000000000
XXXH0000243372 00000000000000 00000000000000
FRAH0000175739 FRAH0000107788 FRAM0000023370
FRAM0000023370 FRAH0000110388 NLDM0000-42036
NLDM0000-42036 00000000000000 00000000000000
FRAH0000110388 00000000000000 NLDM0000-33209
NLDM0000-33209 00000000000000 00000000000000
FRAH0000107788 00000000000000 00000000000000
FRAH5634853349 FRAH5634852736 FRAM3511734145
FRAH5634852736 00000000000000 00000000000000
ESPH1705215811 ESPH1704888067 840M3132353418
ESPH1704888067 ESPH1704532312 ITAM8990321677
ESPH1704532312 ESPH1704231580 CANM0011596136
ESPH1704231580 ESPH1703844149 USAM0070354883
ESPH1703844149 ESPH1703436940 CANM0007925737
ESPH1703436940 FRAH5627663512 FRAM4980477996
FRAM4980477996 FRAH4980477741 FRAM2219041776
FRAH4980477741 FRAH2217511802 ITAM1600023284
ITAM1600023284 ITAH1600017089 USAM0002103297
ITAH1600017089 ITAH1600014304 CANM0000383622
ITAH1600014304 ITAH1600011144 USAM0001929410
ITAH1600011144 ITAH1000015999 USAM0001810969
ITAH1000015999 CANH0003348382 ITAM1000011185
ITAM1000011185 CANH0003480411 USAM0001491007
CANH0003480411 USAH0007056518 CANM0000260599
USAH0007056518 USAH0005796438 USAM0001459996
USAH0005796438 CANH0000850629 CANM0000273925
CANH0000850629 USAH0003356150 CANM0000192634
USAH0003356150 CANH0000591019 CANM0000123344
CANH0000591019 00000000000000 00000000000000
CANH0003348382 CANH0003060277 CANM0000267150
CANH0003060277 CANH0002331706 USAM0001189870
CANH0002331706 CANH0002193811 CANM0000198998
CANH0002193811 USAH0003474318 USAM0001378594
FRAH2217511802 FRAH2295001879 USAM0002183007
FRAH2295001879 FRAH2292002633 FRAM4486041658
FRAH2292002633 FRAH3588026831 USAM0002020049
FRAH5627663512 FRAH5627663306 FRAM5097024763
FRAH5627663306 FRAH5696009310 FRAM5694028588
FRAH5696009310 FRAH5692024256 FRAM4489040074
FRAM4489040074 USAH0011895858 USAM0001882797
FRAH5692024256 FRAH5687033066 FRAM4490049994
FRAM4490049994 USAH0011491153 USAM0001929410
USAH0011491153 USAH0010369730 USAM0001697572
USAH0010369730 USAH0009746266 USAM0001583197
USAH0009746266 USAH0007849444 USAM0001590582
USAH0007849444 USAH0006590065 USAM0001308101
USAH0006590065 USAH0005278165 USAM0001298831
USAH0005278165 USAH0003280733 USAM0001148087
USAH0003280733 USAH0002891066 USAM0000852725
USAH0002891066 00000000000000 00000000000000
FRAH5687033066 00000000000000 00000000000000
ESPH1705214558 ESPH1704888068 840M3132353418
ESPH1704888068 ESPH1704526432 ITAM8990321677
ESPH1704526432 ESPH1704127115 CANM0011596136
ESPH1704127115 ESPH1703505734 CANM0007925737
ESPH1703505734 ESPH0803139028 CANM0007535274
ESPH0803139028 ESPH0802665851 ESPM1502779232
ESPM1502779232 USAH0051547555 USAM0130629351
USAH0051547555 USAH0127350815 USAM0002250783
USAH0127350815 USAH0017151055 USAM0002195662
ESPH0802665851 ESPH0802321603 USAM0123586443
ESPH0802321603 00000000000000 00000000000000
ESPH1705214536 ESPH1704888069 840M3132353418
ESPH1704888069 00000000000000 ITAM8990321677
ESPH1705149194 ESPH1704888070 840M3132353434
ESPH1704888070 00000000000000 ITAM8990321677
ESPH1705358107 ESPH1704888070 840M3200824757
ESPH1705214533 ESPH1704888072 840M3132353418
ESPH1704888072 ESPH1704528387 840M3010353429
ESPH1705212700 ESPH1704888073 840M3132353418
ESPH1704888073 ESPH1704528388 840M3010353429
ESPH1704528388 ESPH1704027785 CANM0011596136
ESPH1704027785 ESPH1703609981 CANM0007925737
ESPH1703609981 ESPH1703067432 ITAM3990032335
ESPH1703067432 ESPH1702760342 USAM0130588960
ESPH1702760342 ESPH1701837586 CANM0006663935
ESPH1701837586 ESPH1701367267 CANM0005470579
ESPH1701367267 ESPH1701293626 FRAM5189001700
ESPH1701293626 FRAH2992039280 FRAM2287008770
FRAM2287008770 FRAH2282040074 USAM0001806201
FRAH2282040074 FRAH2279021747 FRAM5171041965
FRAH2279021747 FRAH2277011527 FRAM5170040450
FRAM5170040450 CANH0001965932 CANM0000275932
CANH0001965932 CANH0001535751 CANM0000241845
CANM0000241845 CANH0000651782 CANM0000227946
CANM0000227946 CANH0000603632 CANM0000180114
CANH0000651782 CANH0000407857 CANM0000154035
CANM0000154035 00000000000000 00000000000000
CANH0001535751 CANH0000755067 CANM0000219120
CANM0000219120 CANH0000382813 USAM0000986239
CANH0000382813 CANH0000217955 CANM0000101760
CANH0000217955 00000000000000 00000000000000
CANH0000755067 CANH0000596264 CANM0000189774
CANM0000189774 00000000000000 00000000000000
FRAH2277011527 FRAH2273016039 FRAM0268040056
FRAM0268040056 FRAH0000000F16 CANM0000259958
FRAH0000000F16 CANH0001075057 CANM0000267150
CANH0001075057 00000000000000 00000000000000
FRAH2273016039 FRAH2271045198 CANM0000321303
CANM0000321303 00000000000000 00000000000000
FRAH2271045198 CANH0002023797 CANM0000291714
CANH0002023797 CANH0001571665 00000000000000
CANH0001571665 00000000000000 00000000000000
FRAH2992039280 00000000000000 FRAM2985002039
FRAM2985002039 FRAH2979012926 USAM0001723741
FRAH2979012926 FRAH2972012401 USAM0001427381
FRAH2972012401 FRAH0000249885 USAM0001406548
FRAH0000249885 NLDH0000386538 NLDM0000-60773
NLDH0000386538 00000000000000 00000000000000
ESPH1705214557 ESPH1704888074 840M3132353418
ESPH1704888074 ESPH1704528397 USAM0072436632
ESPH1705212694 ESPH1704888075 840M3132353560
ESPH1704888075 ESPH1704528404 840M3010353429
ESPH1704528404 ESPH1704236928 USAM0072436632
ESPH1704236928 ESPH1703652684 CANM0007925737
ESPH1703652684 00000000000000 00000000000000
ESPH1705234653 ESPH1704888080 840M3132353418
ESPH1704888080 ESPH1704532835 ITAM8990321677
ESPH1704532835 ESPH1704322211 CANM0011596136
ESPH1704322211 ESPH1703941780 USAM0066619016
ESPH1705215824 ESPH1704889666 840M3132353434
ESPH1704889666 FRAH2932744070 FRAM3570623012
FRAM3570623012 FRAH3570622762 USAM0068656236
USAM0068656236 USAH0062125662 USAM0064009082
USAM0064009082 USAH0052774390 DEUM0341485350
USAH0052774390 USAH0051547373 GBRM0000598172
USAH0062125662 USAH0051528334 USAM0122358313
USAH0051528334 USAH0129376110 USAM0002290977
USAH0129376110 USAH0123331294 ITAM6001001962
USAH0123331294 USAH0015325540 USAM0002163822
USAH0015325540 USAH0013907580 USAM0002035598
USAH0013907580 USAH0012677418 USAM0001929410
FRAH3570622762 FRAH3570622432 FRAM5344376730
FRAM5344376730 FRAH5344376449 ITAM3604039709
FRAH3570622432 FRAH3544612632 FRAM2921632624
FRAM2921632624 FRAH4298000749 NLDM0839380546
FRAH3544612632 FRAH3533266120 DEUM0578194407
FRAH3533266120 FRAH3544612431 USAM0017099649
FRAH3544612431 FRAH3597000289 USAM0002249055
FRAH2932744070 FRAH2932743603 FRAM2939314131
FRAM2939314131 FRAH2939313977 USAM0061898306
FRAH2939313977 FRAH2939313857 CANM0009428124
CANM0009428124 USAH0017370813 CANM0006663935
FRAH2939313857 FRAH2939313516 GBRM0000598172
FRAH2939313516 FRAH2996046563 CANM0005470579
FRAH2996046563 FRAH2994037496 FRAM5188044982
FRAH2994037496 FRAH2992028449 CANM0000393207
FRAH2992028449 FRAH2990022056 FRAM2984045801
FRAH2990022056 FRAH2986047344 FRAM4486049983
FRAM4486049983 CANH0004083381 CANM0000362017
CANH0004083381 CANH0009972463 USAM0001667366
CANH0009972463 USAH0009334560 USAM0001721147
USAM0001721147 USAH0008049663 USAM0001491007
USAH0008049663 USAH0007225314 USAM0001566948
USAH0007225314 USAH0005922705 USAM0001316112
USAM0001316112 USAH0002950808 USAM0001080990
USAH0005922705 USAH0005513459 USAM0001263152
USAH0005513459 USAH0004481507 USAM0001369029
USAH0009334560 USAH0008492005 USAM0001488907
USAH0008492005 USAH0007830988 USAM0001598388
USAM0001598388 USAH0006512703 USAM0001447141
USAH0006512703 USAH0005710782 USAM0001397752
USAH0005710782 USAH0004601340 USAM0001237747
USAH0004601340 USAH0003977429 USAM0001283333
USAM0001283333 USAH0002963834 USAM0001013415
USAH0002963834 00000000000000 00000000000000
USAH0003977429 USAH0002410548 USAM0001089661
USAM0001089661 00000000000000 00000000000000
USAH0002410548 00000000000000 00000000000000
USAH0007830988 USAH0006998898 USAM0001458744
USAH0006998898 USAH0005902176 USAM0001469974
USAM0001469974 USAH0005328346 USAM0001189870
USAH0005328346 USAH0004095652 USAM0001142734
USAH0004095652 00000000000000 00000000000000
USAH0005902176 USAH0004491308 USAM0001189870
USAH0004491308 USAH0003688205 USAM0001075610
USAH0003688205 USAH0003527163 USAM0001145948
USAM0001145948 USAH0002479861 USAM0001020473
USAH0002479861 00000000000000 00000000000000
USAH0003527163 USAH0002549148 USAM0000857269
USAH0002549148 00000000000000 00000000000000
FRAH2986047344 FRAH2983015787 USAM0001775982
USAM0001775982 USAH0008284420 USAM0001583197
USAH0008284420 USAH0006779492 USAM0001441440
USAH0006779492 USAH0005963109 USAM0001237057
USAH0005963109 USAH0005242651 USAM0001287089
USAM0001287089 USAH0002475925 USAM0000934577
USAH0002475925 00000000000000 00000000000000
USAH0005242651 USAH0004156212 USAM0001046259
USAH0004156212 USAH0003566494 USAM0001082891
USAH0003566494 00000000000000 00000000000000
FRAH2983015787 FRAH2981010131 FRAM2975046019
FRAH2981010131 FRAH2976013098 FRAM2972049970
FRAH2976013098 00000000000000 00000000000000
FRAH2932743603 FRAH2932743243 FRAM4747063250
FRAH2932743243 00000000000000 00000000000000
ESPH1705215817 ESPH1704889679 840M3132353434
ESPH1704889679 00000000000000 FRAM2923863182
FRAM2923863182 FRAH2923862828 USAM0071164339
USAM0071164339 USAH0069436243 CANM0011104016
USAH0069436243 USAH0063657364 USAM0135746776
USAH0063657364 USAH0061997194 USAM0060372887
USAH0061997194 USAH0127723055 USAM0123066734
USAH0127723055 USAH0015159237 USAM0002183007
USAH0015159237 USAH0014268675 USAM0001881163
USAH0014268675 USAH0012027826 USAM0001773417
USAH0012027826 USAH0007935562 USAM0001692148
USAH0007935562 USAH0006111625 USAM0001441440
USAH0006111625 USAH0003315290 USAM0001420215
USAM0001420215 USAH0003938195 USAM0001306065
FRAH2923862828 FRAH2928832808 USAM0140145553
FRAH2928832808 FRAH2928832674 FRAM4240917397
FRAM4240917397 FRAH4240649426 USAM0122358313
FRAH4240649426 FRAH2297039989 USAM0002294436
FRAH2928832674 FRAH2928832450 USAM0130588960
ESPH1705215813 ESPH1704889682 840M3132353418
ESPH1704889682 ESPH1704889653 FRAM3558442262
FRAM3558442262 FRAH3558442140 NLDM0719789445
NLDM0719789445 NLDH0874602872 CANM0009608054
CANM0009608054 CANH0011026708 CANM0011104016
CANH0011026708 CANH0008956395 USAM0135746776
NLDH0874602872 USAH0063203661 USAM0140145553
FRAH3558442140 FRAH3558442007 USAM0070626097
USAM0070626097 USAH0066757067 840M3004672704
840M3004672704 USAH0140018015 USAM0137974489
USAH0140018015 USAH0135753369 USAM0131823833
USAH0135753369 USAH0130126045 USAM0122358313
USAH0130126045 USAH0015753091 USAM0002265005
USAH0066757067 USAH0061624310 USAM0138938125
USAM0138938125 USAH0062360742 USAM0060540164
USAH0062360742 USAH0060462691 GBRM0000598172
USAH0061624310 USAH0060082221 USAM0120754720
FRAH3558442007 FRAH3558441737 840M3006972816
FRAH3558441737 FRAH3558441567 USAM0122358313
FRAH3558441567 FRAH3558441404 FRAM5694028588
FRAH3558441404 FRAH3598037122 CANM0006264421
CANM0006264421 CANH0004766707 CANM0000397763
CANH0004766707 CANH0004447973 CANM0000376455
CANH0004447973 CANH0004159671 CANM0000352790
CANH0004159671 USAH0009902564 USAM0001650414
USAH0009902564 USAH0008469751 USAM0001563453
USAH0008469751 USAH0007079462 USAM0001476679
USAH0007079462 USAH0006248351 USAM0001290716
USAH0006248351 USAH0005128510 USAM0001302260
USAM0001302260 USAH0002904983 USAM0001118413
USAM0001118413 USAH0002534739 USAM0000892522
USAH0002534739 00000000000000 00000000000000
USAH0002904983 00000000000000 00000000000000
USAH0005128510 USAH0004391352 CANM0000255096
FRAH3598037122 FRAH3596024907 CANM0005470579
FRAH3596024907 FRAH3590010199 FRAM4486041658
FRAH3590010199 FRAH3587061013 FRAM2981046073
FRAH3587061013 FRAH3583052692 USAM0001806201
FRAH3583052692 FRAH3579023193 FRAM5173044954
FRAM5173044954 USAH0006903941 USAM0001491007
USAH0006903941 USAH0005468772 CANM0000268043
USAH0005468772 USAH0004841656 USAM0001270143
USAH0004841656 USAH0004568737 USAM0001094571
USAM0001094571 00000000000000 00000000000000
USAH0004568737 CANH0000684808 CANM0000227748
CANH0000684808 00000000000000 00000000000000
FRAH3579023193 00000000000000 00000000000000
ESPH1704889653 FRAH2934964616 FRAM2223842476
FRAM2223842476 FRAH2223842318 840M3008328673
840M3008328673 USAH0066782907 USAM0066636657
FRAH2223842318 FRAH2223842040 USAM0137332056
USAM0137332056 USAH0129570185 CANM0010705608
USAH0129570185 USAH0120226502 CANM0005470579
USAH0120226502 USAH0014710851 USAM0002163822
USAH0014710851 USAH0012787912 USAM0001929410
USAH0012787912 USAH0011512774 USAM0001773417
USAH0011512774 USAH0009163379 USAM0001626813
USAH0009163379 USAH0007885322 USAM0001643260
USAM0001643260 USAH0006110459 USAM0001450228
USAH0006110459 USAH0005110777 USAM0001322763
USAM0001322763 USAH0003203048 USAM0001203206
USAM0001203206 USAH0002641195 USAM0001090981
USAM0001090981 00000000000000 00000000000000
USAH0002641195 00000000000000 00000000000000
USAH0003203048 USAH0002705004 USAM0000944473
USAM0000944473 00000000000000 00000000000000
USAH0002705004 00000000000000 00000000000000
USAH0005110777 USAH0004344911 USAM0001322763
USAH0004344911 USAH0003978321 USAM0001243973
USAM0001243973 USAH0003526108 USAM0001203206
USAH0003526108 USAH0003082216 USAM0000943802
USAH0003082216 00000000000000 00000000000000
USAH0003978321 USAH0003203048 USAM0001056054
USAM0001056054 00000000000000 00000000000000
USAH0007885322 USAH0006401444 USAM0001526444
USAM0001526444 USAH0006104987 USAM0001481145
USAM0001481145 USAH0004347759 USAM0001428349
USAM0001428349 USAH0003703700 USAM0001322764
USAM0001322764 USAH0003160116 USAM0001203206
USAH0003160116 00000000000000 00000000000000
USAH0003703700 USAH0003374377 USAM0001144399
USAM0001144399 USAH0003021462 USAM0000998015
USAM0000998015 00000000000000 00000000000000
USAH0003021462 00000000000000 00000000000000
USAH0003374377 00000000000000 00000000000000
USAH0004347759 USAH0003919771 USAM0001243973
USAH0003919771 USAH0003827583 USAM0001056054
USAH0003827583 USAH0003180638 USAM0001084643
USAM0001084643 00000000000000 00000000000000
USAH0003180638 00000000000000 00000000000000
USAH0006104987 USAH0004864366 USAM0001244009
USAH0004864366 USAH0003890387 USAM0001203206
USAH0003890387 USAH0003096347 USAM0001056054
USAH0003096347 00000000000000 00000000000000
USAH0006401444 USAH0005706676 CANM0000271719
USAH0005706676 USAH0004189857 CANM0000244606
CANM0000244606 CANH0000618119 CANM0000212300
USAH0004189857 USAH0003203048 USAM0000906000
FRAH2223842040 FRAH2223841702 USAM0132973942
FRAH2223841702 FRAH2223841504 ITAM3604039709
FRAH2223841504 FRAH2223841368 FRAM8694001446
FRAM8694001446 FRAH8692004299 USAM0002071864
FRAH8692004299 FRAH4490045170 USAM0002035598
FRAH2223841368 ESPH4501799997 FRAM4493050135
ESPH4501799997 FRAH2292002631 FRAM3589061653
FRAH2292002631 FRAH2290002168 USAM0002026916
FRAH2290002168 FRAH2288020418 FRAM4483049978
FRAH2288020418 FRAH2281022498 USAM0001697572
FRAH2281022498 FRAH2279008598 USAM0001577799
USAM0001577799 USAH0006826888 USAM0001427381
USAH0006826888 USAH0005058528 USAM0001406271
USAH0005058528 USAH0003879413 USAM0001013415
USAH0003879413 USAH0003546687 USAM0001208003
USAH0003546687 00000000000000 00000000000000
FRAH2279008598 FRAH2200558794 FRAM2972049970
FRAH2200558794 00000000000000 00000000000000
FRAH2934964616 FRAH2934964402 FRAM2931364727
FRAH2934964402 FRAH2934963762 FRAM3616023026
FRAH2934963762 00000000000000 00000000000000
ESPH1705231565 ESPH1704889684 840M3132353418
ESPH1704889684 ESPH1704889660 USAM0058591942
USAM0058591942 USAH0070119330 840M3006972816
USAH0070119330 USAH0053452457 USAM0065917481
ESPH1704889660 FRAH2912610085 CANM0011761809
CANM0011761809 CANH0011294759 USAM0069990138
CANH0011294759 CANH0009941775 NLDM0388965513
CANH0009941775 USAH0137044384 USAM0060597003
FRAH2912610085 FRAH2912614560 USAM0141334396
USAM0141334396 USAH0138904193 CANM0103631566
USAH0138904193 USAH0132416603 GBRM0000598172
FRAH2912614560 FRAH2912614022 AUSM0000930377
FRAH2912614022 00000000000000 00000000000000
ESPH1705214540 ESPH1704889685 840M3132353418
ESPH1704889685 ESPH1704325309 USAM0074414026
ESPH1704325309 ESPH1704024228 USAM0141007962
ESPH1704024228 ESPH1703701611 USAM0070477026
ESPH1703701611 ESPH1703437622 USAM0062065919
ESPH1703437622 ESPH1702688246 USAM0131621936
ESPH1702688246 ESPH1702399579 FRAM5994022699
ESPH1702399579 ESPH1701572600 CANM0006820564
ESPH1701572600 ESPH1701541223 FRAM5391075638
FRAM5391075638 FRAH5388071646 FRAM4483049978
FRAH5388071646 FRAH5385026647 FRAM2981046073
FRAH5385026647 FRAH5382024049 FRAM5178044956
FRAH5382024049 FRAH5378004103 FRAM5174044941
FRAM5174044941 USAH0007430593 USAM0001508069
USAM0001508069 USAH0006509056 CANM0000259668
USAH0006509056 CANH0001378493 CANM0000274645
CANM0000274645 CANH0001308677 CANM0000262409
CANM0000262409 CANH0000830091 CANM0000249633
CANH0000830091 CANH0000582935 CANM0000191836
CANM0000191836 00000000000000 00000000000000
CANH0000582935 00000000000000 00000000000000
CANH0001308677 00000000000000 00000000000000
CANH0001378493 CANH0001093995 CANM0000245252
CANH0001093995 00000000000000 00000000000000
USAH0007430593 USAH0006262312 CANM0000275932
USAH0006262312 USAH0005438552 USAM0001215402
USAH0005438552 USAH0003693795 USAM0001144239
USAH0003693795 00000000000000 00000000000000
FRAH5378004103 FRAH5371008680 NLDM0001-47114
FRAH5371008680 FRAH0868040879 FRAM0000028179
FRAH0868040879 FRAH0000233924 FRAM0000032799
FRAM0000032799 FRAH0000191900 FRAM0000027073
FRAM0000027073 NLDH0000179140 FRAM0000023827
